kumu_id,from,to,label,type,subtype,weight_num,strength,directionality,formality,view_family,confidence,period,description,source_url
contain_org_ap_rf_sub_ap_citizen_appeals,org_ap_rf,sub_ap_citizen_appeals,contains,contains,organizational,3,сильная,однонаправленная,формальная,structure,высокая,,Организация включает подразделение.,https://www.kremlin.ru/acts/news/79033 ; https://letters.kremlin.ru/news/by-person/183
contain_org_ap_rf_sub_ap_ict,org_ap_rf,sub_ap_ict,contains,contains,organizational,3,сильная,однонаправленная,формальная,structure,высокая,,Организация включает подразделение.,https://www.kremlin.ru/structure/administration/departments ; https://letters.kremlin.ru/news/by-person/320
contain_org_ap_rf_sub_ap_external_policy,org_ap_rf,sub_ap_external_policy,contains,contains,organizational,3,сильная,однонаправленная,формальная,structure,высокая,,Организация включает подразделение.,https://www.kremlin.ru/structure/administration/departments ; https://letters.kremlin.ru/news/46966
contain_org_ap_rf_sub_ap_science_edu,org_ap_rf,sub_ap_science_edu,contains,contains,organizational,3,сильная,однонаправленная,формальная,structure,высокая,,Организация включает подразделение.,https://www.kremlin.ru/structure/administration/departments ; https://letters.kremlin.ru/news/by-person/192
contain_org_ap_rf_sub_ap_awards,org_ap_rf,sub_ap_awards,contains,contains,organizational,3,сильная,однонаправленная,формальная,structure,высокая,,Организация включает подразделение.,https://www.kremlin.ru/structure/administration/departments ; https://letters.kremlin.ru/news/by-person/38
contain_org_fsb_rf_sub_fsb_central_apparatus,org_fsb_rf,sub_fsb_central_apparatus,contains,contains,organizational,3,сильная,однонаправленная,формальная,structure,высокая,,Организация включает подразделение.,https://www.fsb.ru/fsb/npd/more.htm%21id%3D10343058%40fsbNpa.html
contain_org_fsb_rf_sub_fsb_border_service,org_fsb_rf,sub_fsb_border_service,contains,contains,organizational,3,сильная,однонаправленная,формальная,structure,высокая,,Организация включает подразделение.,https://ps.fsb.ru/ ; https://www.fsb.ru/fsb/leadership.htm
contain_org_fsb_rf_sub_fsb_counterintelligence,org_fsb_rf,sub_fsb_counterintelligence,contains,contains,organizational,3,сильная,однонаправленная,формальная,structure,высокая,,Организация включает подразделение.,https://www.fsb.ru/fsb/npd/more.htm%21id%3D10343058%40fsbNpa.html
contain_org_fsb_rf_sub_fsb_constitutional_order,org_fsb_rf,sub_fsb_constitutional_order,contains,contains,organizational,3,сильная,однонаправленная,формальная,structure,высокая,,Организация включает подразделение.,https://www.fsb.ru/fsb/npd/more.htm%21id%3D10343058%40fsbNpa.html ; https://www.fsb.ru/fsb/npd/more.htm%21id%3D10342802%40fsbNpa.html
contain_org_fsb_rf_sub_fsb_economic_security,org_fsb_rf,sub_fsb_economic_security,contains,contains,organizational,3,сильная,однонаправленная,формальная,structure,высокая,,Организация включает подразделение.,https://www.fsb.ru/fsb/npd/more.htm%21id%3D10343058%40fsbNpa.html
contain_org_fsb_rf_sub_fsb_special_purpose_center,org_fsb_rf,sub_fsb_special_purpose_center,contains,contains,organizational,3,сильная,однонаправленная,формальная,structure,высокая,,Организация включает подразделение.,https://www.fsb.ru/fsb/press/message/single.htm%21id%3D10437483%40fsbMessage.html ; https://www.fsb.ru/fsb/supplement.htm
contain_org_onf_sub_onf_exec,org_onf,sub_onf_exec,contains,contains,organizational,3,сильная,однонаправленная,формальная,structure,высокая,,Организация включает подразделение.,https://onf.ru/about/central-executive-committee ; https://onf.ru/contact
contain_org_pfki_sub_pfki_coord_committee,org_pfki,sub_pfki_coord_committee,contains,contains,organizational,3,сильная,однонаправленная,формальная,structure,высокая,,Организация включает подразделение.,https://xn--80aeeqaabljrdbg6a3ahhcl4ay9hsa.xn--p1ai/about
contain_org_fpg_sub_fpg_coord_committee,org_fpg,sub_fpg_coord_committee,contains,contains,organizational,3,сильная,однонаправленная,формальная,structure,высокая,,Организация включает подразделение.,https://xn--80afcdbalict6afooklqi5o.xn--p1ai/public/home/about/coordination-committee
contain_org_president_rf_pos_president_rf,org_president_rf,pos_president_rf,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://kremlin.ru/structure/president ; https://www.kremlin.ru/structure/president/presidents
contain_org_ap_rf_pos_head_ap,org_ap_rf,pos_head_ap,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://www.kremlin.ru/structure/administration ; https://www.kremlin.ru/structure/administration/members
contain_org_ap_rf_pos_first_dep_head_ap,org_ap_rf,pos_first_dep_head_ap,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://www.kremlin.ru/structure/administration/members ; https://www.kremlin.ru/catalog/persons/175/biography
contain_org_security_council_rf_pos_security_council_secretary,org_security_council_rf,pos_security_council_secretary,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://kremlin.ru/supplement/6438 ; https://kremlin.ru/structure/security-council/members
contain_org_government_rf_pos_prime_minister,org_government_rf,pos_prime_minister,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://government.ru/gov/persons/151/ ; https://www.consultant.ru/document/cons_doc_LAW_28399/f54b9a326b81f1ac651e2b45f94fb4781d765670/
contain_org_state_duma_pos_chair_state_duma,org_state_duma,pos_chair_state_duma,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://duma.gov.ru/duma/chairman/
contain_org_federation_council_pos_chair_federation_council,org_federation_council,pos_chair_federation_council,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://www.council.gov.ru/structure/persons/257/
contain_org_cik_rf_pos_chair_cik,org_cik_rf,pos_chair_cik,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://www.cikrf.ru/about/structure/ ; https://www.cikrf.ru/news/cec/58309/
contain_org_constitutional_court_rf_pos_chair_constitutional_court,org_constitutional_court_rf,pos_chair_constitutional_court,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://www.ksrf.ru/about/judges/
contain_org_supreme_court_rf_pos_chair_supreme_court,org_supreme_court_rf,pos_chair_supreme_court,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://vsrf.ru/about/structure/?section=supreme&subsection=219 ; https://council.gov.ru/events/news/169422/
contain_org_prosecutor_general_rf_pos_prosecutor_general,org_prosecutor_general_rf,pos_prosecutor_general,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://epp.genproc.gov.ru/ru/gprf/about-the-proc/management/gutsan-aleksandr-vladimirovich-e5946283/
contain_org_sk_rf_pos_chair_sk,org_sk_rf,pos_chair_sk,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://sledcom.ru/sk_russia/leaders/item/686/
contain_org_fsb_rf_pos_director_fsb,org_fsb_rf,pos_director_fsb,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://www.fsb.ru/fsb/leadership.htm
contain_org_mvd_rf_pos_minister_internal_affairs,org_mvd_rf,pos_minister_internal_affairs,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://government.ru/gov/persons/199/
contain_org_mod_rf_pos_minister_defense,org_mod_rf,pos_minister_defense,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://kremlin.ru/catalog/persons/330/biography
contain_org_gazprom_pos_chairman_gazprom_board,org_gazprom,pos_chairman_gazprom_board,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://www.gazprom.ru/about/management/board/miller/ ; https://www.gazprom.ru/investors/disclosure/irreleases/2026/february/
contain_org_sber_pos_ceo_sber,org_sber,pos_ceo_sber,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://www.sberbank.com/ru/investor-relations/groupresults/groupresults_paosber_2month_for_investors ; https://www.sberbank.com/ru/about/history
contain_org_united_russia_pos_party_chair_united_russia,org_united_russia,pos_party_chair_united_russia,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://er.ru/persons/predsedatel-partii
contain_org_oprf_pos_secretary_oprf,org_oprf,pos_secretary_oprf,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://www.oprf.ru/news/pervoe-zasedanie-prezidiuma-soveta-obshchestvennykh-palat-rf-novyy-sostav-i-preemstvennost-traditsiy
contain_org_government_rf_pos_first_dep_pm,org_government_rf,pos_first_dep_pm,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://government.ru/gov/persons/175/
contain_sub_gov_apparatus_pos_dep_pm_grigorenko,sub_gov_apparatus,pos_dep_pm_grigorenko,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://government.ru/gov/persons/621/
contain_org_government_rf_pos_dep_pm_novak,org_government_rf,pos_dep_pm_novak,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://government.ru/gov/persons/187/
contain_org_government_rf_pos_dep_pm_golikova,org_government_rf,pos_dep_pm_golikova,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://government.ru/gov/persons/12/
contain_org_government_rf_pos_dep_pm_trutnev,org_government_rf,pos_dep_pm_trutnev,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://government.ru/gov/persons/21/
contain_org_government_rf_pos_dep_pm_khusnullin,org_government_rf,pos_dep_pm_khusnullin,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://government.ru/gov/persons/620/
contain_org_government_rf_pos_dep_pm_chernyshenko,org_government_rf,pos_dep_pm_chernyshenko,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://government.ru/gov/persons/366/
contain_org_government_rf_pos_dep_pm_savelyev,org_government_rf,pos_dep_pm_savelyev,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://government.ru/gov/persons/526/
contain_org_government_rf_pos_dep_pm_patrushev,org_government_rf,pos_dep_pm_patrushev,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://government.ru/gov/persons/544/
contain_org_rosgvardiya_pos_director_rosgvardiya,org_rosgvardiya,pos_director_rosgvardiya,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://rosguard.gov.ru/page/index/leadership ; https://rosguard.gov.ru/News/Article/general-armii-viktor-zolotov-ukazom-prezidenta-rossijskoj-federacii-naznachen-direktorom-rosgvardii
contain_org_minfin_pos_minister_finance,org_minfin,pos_minister_finance,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://government.ru/gov/persons/166/
contain_org_mfa_pos_minister_foreign_affairs,org_mfa,pos_minister_foreign_affairs,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://government.ru/gov/persons/15/
contain_org_minjust_pos_minister_justice,org_minjust,pos_minister_justice,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://government.ru/gov/persons/548/
contain_org_minec_pos_minister_economy,org_minec,pos_minister_economy,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://government.ru/gov/persons/133/
contain_org_mincifry_pos_minister_digital,org_mincifry,pos_minister_digital,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://government.ru/gov/persons/627/
contain_org_minenergy_pos_minister_energy,org_minenergy,pos_minister_energy,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://government.ru/gov/persons/545/
contain_org_minpromtorg_pos_minister_industry_trade,org_minpromtorg,pos_minister_industry_trade,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://government.ru/gov/persons/503/
contain_org_minzdrav_pos_minister_health,org_minzdrav,pos_minister_health,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://government.ru/gov/persons/454/
contain_org_mintrud_pos_minister_labor,org_mintrud,pos_minister_labor,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://government.ru/gov/persons/626/
contain_org_minselkhoz_pos_minister_agriculture,org_minselkhoz,pos_minister_agriculture,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://government.ru/gov/persons/742/
contain_org_minprirody_pos_minister_natural_resources,org_minprirody,pos_minister_natural_resources,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://government.ru/gov/persons/447/
contain_org_mintrans_pos_minister_transport,org_mintrans,pos_minister_transport,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://government.ru/gov/persons/327/ ; https://government.ru/news/55641/
contain_org_minstroy_pos_minister_construction,org_minstroy,pos_minister_construction,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://government.ru/gov/persons/680/
contain_org_minpros_pos_minister_education,org_minpros,pos_minister_education,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://government.ru/gov/persons/314/
contain_org_minobrnauki_pos_minister_science,org_minobrnauki,pos_minister_science,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://government.ru/gov/persons/624/
contain_org_rostec_pos_ceo_rostec,org_rostec,pos_ceo_rostec,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://rostec.ru/about/
contain_org_rosneft_pos_ceo_rosneft,org_rosneft,pos_ceo_rosneft,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://www.rosneft.ru/Investors/ESG/Publichnie_pozicii/Rosneft_prioritet_bezopasnost/
contain_sub_er_general_council_pos_secretary_general_council_er,sub_er_general_council,pos_secretary_general_council_er,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://er.ru/activity/news/vladimir-yakushev-edinaya-rossiya-gotova-k-dostizheniyu-celej-izbiratelnoj-kampanii-2026-goda
contain_org_government_rf_pos_dep_pm_overchuk,org_government_rf,pos_dep_pm_overchuk,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://government.ru/gov/persons/622/
contain_org_cbr_pos_chair_cbr,org_cbr,pos_chair_cbr,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://www.consultant.ru/document/cons_doc_LAW_28399/ ; https://www.consultant.ru/document/cons_doc_LAW_37570/ ; https://www.cbr.ru/about_br/
contain_org_svr_rf_pos_director_svr,org_svr_rf,pos_director_svr,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://svr.gov.ru/
contain_org_mchs_rf_pos_minister_emergencies,org_mchs_rf,pos_minister_emergencies,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://government.ru/department/91/
contain_org_minkult_pos_minister_culture,org_minkult,pos_minister_culture,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://government.ru/department/27/
contain_org_minsport_pos_minister_sport,org_minsport,pos_minister_sport,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://government.ru/department/60/
contain_org_minvostok_pos_minister_far_east,org_minvostok,pos_minister_far_east,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://government.ru/department/462/
contain_org_roscosmos_pos_ceo_roscosmos,org_roscosmos,pos_ceo_roscosmos,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://www.roscosmos.ru/
contain_org_security_council_rf_pos_dep_chair_security_council,org_security_council_rf,pos_dep_chair_security_council,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://en.kremlin.ru/structure/security-council/members
contain_org_federation_council_pos_first_dep_chair_federation_council,org_federation_council,pos_first_dep_chair_federation_council,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://council.gov.ru/structure/administration/
contain_org_accounts_chamber_pos_chair_accounts_chamber,org_accounts_chamber,pos_chair_accounts_chamber,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://duma.gov.ru/news/63229/ ; https://ach.gov.ru/about/structure/chairman/
contain_org_fts_pos_head_fts,org_fts,pos_head_fts,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://www.nalog.gov.ru/rn77/about_fts/fts/structure_fts/ca_fns/4312378/
contain_org_treasury_pos_head_treasury,org_treasury,pos_head_treasury,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://roskazna.gov.ru/o-kaznachejstve/rukovodstvo/1073469/
contain_org_rosfinmonitoring_pos_director_rosfinmonitoring,org_rosfinmonitoring,pos_director_rosfinmonitoring,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://www.fedsfm.ru/about/college-members ; https://www.fedsfm.ru/releases/9304
contain_org_ap_rf_pos_dep_head_ap_magomedov,org_ap_rf,pos_dep_head_ap_magomedov,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://www.kremlin.ru/structure/administration/members ; https://www.kremlin.ru/catalog/persons/76/biography
contain_org_ap_rf_pos_dep_head_ap_oreshkin,org_ap_rf,pos_dep_head_ap_oreshkin,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://www.kremlin.ru/structure/administration/members ; https://kremlin.ru/catalog/persons/495/biography
contain_org_ap_rf_pos_dep_head_ap_ostrovenko,org_ap_rf,pos_dep_head_ap_ostrovenko,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://www.kremlin.ru/structure/administration/members ; https://www.kremlin.ru/catalog/persons/306/biography
contain_org_ap_rf_pos_dep_head_ap_peskov,org_ap_rf,pos_dep_head_ap_peskov,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://www.kremlin.ru/structure/administration/members ; https://kremlin.ru/supplement/6466
contain_org_ap_rf_pos_aide_president_dyumin,org_ap_rf,pos_aide_president_dyumin,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://www.kremlin.ru/structure/state-council/presidium ; https://kremlin.ru/events/administration/74135
contain_sub_ap_domestic_pos_head_sub_ap_domestic_yarin,sub_ap_domestic,pos_head_sub_ap_domestic_yarin,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://letters.kremlin.ru/news/47918 ; https://www.kremlin.ru/structure/administration/departments
contain_sub_ap_state_legal_pos_head_sub_ap_state_legal_brycheva,sub_ap_state_legal,pos_head_sub_ap_state_legal_brycheva,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://www.kremlin.ru/catalog/persons/7/biography ; https://letters.kremlin.ru/news/by-person/2
contain_sub_ap_public_projects_pos_head_sub_ap_public_projects_novikov,sub_ap_public_projects,pos_head_sub_ap_public_projects_novikov,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://letters.kremlin.ru/news/47957 ; https://www.kremlin.ru/structure/administration/departments
contain_sub_ap_control_pos_head_sub_ap_control_shalkov,sub_ap_control,pos_head_sub_ap_control_shalkov,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://www.kremlin.ru/catalog/persons/569/biography ; https://letters.kremlin.ru/news/48087
contain_sub_ap_gov_service_pos_head_sub_ap_gov_service_travnikov,sub_ap_gov_service,pos_head_sub_ap_gov_service_travnikov,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://www.kremlin.ru/acts/news/71184 ; https://letters.kremlin.ru/news/by-person/284
contain_sub_ap_state_council_support_pos_head_sub_ap_state_council_support_kharichev,sub_ap_state_council_support,pos_head_sub_ap_state_council_support_kharichev,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://www.kremlin.ru/supplement/5805 ; https://letters.kremlin.ru/news/47927
contain_sub_ap_expert_pos_head_sub_ap_expert_agafonov,sub_ap_expert,pos_head_sub_ap_expert_agafonov,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://letters.kremlin.ru/news/47642 ; https://letters.kremlin.ru/news/by-person/391
contain_sub_ap_citizen_appeals_pos_head_sub_ap_citizen_appeals_mikheev,sub_ap_citizen_appeals,pos_head_sub_ap_citizen_appeals_mikheev,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://www.kremlin.ru/acts/news/79033 ; https://letters.kremlin.ru/news/by-person/183
contain_sub_ap_ict_pos_head_sub_ap_ict_matveeva,sub_ap_ict,pos_head_sub_ap_ict_matveeva,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://www.kremlin.ru/structure/administration/departments ; https://letters.kremlin.ru/news/by-person/320
contain_sub_ap_external_policy_pos_head_sub_ap_external_policy_neverov,sub_ap_external_policy,pos_head_sub_ap_external_policy_neverov,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://www.kremlin.ru/structure/administration/departments ; https://letters.kremlin.ru/news/46966
contain_sub_ap_science_edu_pos_head_sub_ap_science_edu_bilenkina,sub_ap_science_edu,pos_head_sub_ap_science_edu_bilenkina,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://letters.kremlin.ru/news/by-person/192 ; https://www.kremlin.ru/structure/administration/departments
contain_sub_ap_awards_pos_head_sub_ap_awards_osipov,sub_ap_awards,pos_head_sub_ap_awards_osipov,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://letters.kremlin.ru/news/by-person/38 ; https://www.kremlin.ru/structure/administration/departments
contain_org_fsb_rf_pos_first_dep_director_fsb,org_fsb_rf,pos_first_dep_director_fsb,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://www.fsb.ru/fsb/leadership.htm
contain_sub_fsb_border_service_pos_first_dep_director_fsb_border,sub_fsb_border_service,pos_first_dep_director_fsb_border,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://www.fsb.ru/fsb/leadership.htm ; https://ps.fsb.ru/
contain_org_dialog_pos_ceo_dialog,org_dialog,pos_ceo_dialog,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://dialog.info/v-dialoge-novyj-gendirektor/ ; https://dialog.info/news/
contain_org_dialog_regions_pos_ceo_dialog_regions,org_dialog_regions,pos_ceo_dialog_regions,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://dialog.info/v-dialoge-novyj-gendirektor/ ; https://dialog.info/320-chasov-ili-19-200-minut-chasov-pryamyh-linij-s-gubernatorami-proshlo-v-2025-godu/
contain_org_dialog_regions_pos_dep_ceo_dialog_regions_makarov,org_dialog_regions,pos_dep_ceo_dialog_regions_makarov,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://dialog.info/tihon-makarov-naznachen-zamestitelem-gendirektora-ano-dialog-regiony/
contain_org_dialog_regions_pos_dep_ceo_dialog_regions_ablets,org_dialog_regions,pos_dep_ceo_dialog_regions_ablets,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://dialog.info/news/
